date,risk_off,halted,n_held,narratives
2024-06-09,False,False,10,"LINK, 1INCH, DUSK, STG, ETH, AAVE, FLOKI, LDO, ZEC, PENDLE"
2024-06-12,False,False,10,"FLOKI, TWT, 1INCH, ROSE, DUSK, ETH, UNI, CAKE, STG, BONK"
2024-06-15,False,False,10,"FLOKI, DUSK, ETH, ROSE, UNI, 1INCH, STG, DEXE, FDUSD, INJ"
2024-06-18,False,False,7,"ROSE, DUSK, FLOKI, INJ, UNI, ETH, STG"
2024-06-21,False,False,4,"ROSE, USDC, INJ, UNI"
2024-06-24,False,False,5,"UNI, TRX, ROSE, FDUSD, USDC"
2024-06-27,False,False,4,"FDUSD, LDO, USDC, UNI"
2024-06-30,False,False,3,"TRX, FDUSD, USDC"
2024-07-03,False,False,2,"TRX, LDO"
2024-07-06,True,False,0,CASH
2024-07-09,True,False,0,CASH
2024-07-12,True,False,0,CASH
2024-07-15,False,False,5,"TRX, TUSD, SFP, RAY, BONK"
2024-07-18,False,False,7,"TRX, ZEC, RAY, AAVE, 1INCH, SFP, TUSD"
2024-07-21,False,False,10,"TRX, ZEC, AAVE, ADA, RAY, 1INCH, XRP, DOT, AXL, ACH"
2024-07-24,False,False,10,"ZEC, XRP, TRX, INJ, ADA, AAVE, ACH, RAY, LUNC, 1INCH"
2024-07-27,False,False,10,"ZEC, XRP, RAY, INJ, TRX, ZRO, BONK, FLOKI, ADA, DOGE"
2024-07-30,False,False,10,"ZEC, ZRO, XRP, RAY, BONK, AVAX, INJ, FLOKI, SFP, LUNC"
2024-08-02,False,False,10,"ZEC, RAY, XRP, ZRO, TRX, INJ, DOGE, BONK, TUSD, ACH"
2024-08-08,True,True,0,CASH
2024-08-11,True,True,0,CASH
2024-08-14,True,True,0,CASH
2024-08-17,True,True,0,CASH
2024-08-20,True,True,0,CASH
2024-08-23,True,True,0,CASH
2024-08-26,True,True,0,CASH
2024-08-29,True,True,0,CASH
2024-09-01,True,True,0,CASH
2024-09-04,True,True,0,CASH
2024-09-07,True,True,0,CASH
2024-09-10,True,True,0,CASH
2024-09-13,True,True,0,CASH
2024-09-16,True,True,0,CASH
2024-09-19,True,True,0,CASH
2024-09-22,True,True,0,CASH
2024-09-25,True,True,0,CASH
2024-09-28,False,False,10,"ROSE, FET, BAT, STG, KAVA, APE, AVAX, ZIL, SNX, ZRO"
2024-10-01,True,True,0,CASH
2024-10-04,True,True,0,CASH
2024-10-07,True,True,0,CASH
2024-10-10,True,True,0,CASH
2024-10-13,True,True,0,CASH
2024-10-16,False,False,10,"USDC, TWT, TRX, FDUSD, SHIB, PENDLE, UNI, BONK, AXL, SUSHI"
2024-10-19,False,True,0,CASH
2024-10-22,False,True,0,CASH
2024-10-25,False,True,0,CASH
2024-10-28,False,True,0,CASH
2024-10-31,False,True,0,CASH
2024-11-03,False,True,0,CASH
2024-11-06,False,True,0,CASH
2024-11-09,False,True,0,CASH
2024-11-12,False,True,0,CASH
2024-11-15,False,True,0,CASH
2024-11-18,False,True,0,CASH
2024-11-21,False,True,0,CASH
2024-11-24,False,True,0,CASH
2024-11-27,False,True,0,CASH
2024-11-30,False,True,0,CASH
2024-12-03,False,True,0,CASH
2024-12-06,False,True,0,CASH
2024-12-09,False,True,0,CASH
2024-12-12,False,True,0,CASH
2024-12-15,False,True,0,CASH
2024-12-18,False,True,0,CASH
2024-12-21,False,True,0,CASH
2024-12-24,False,True,0,CASH
2024-12-27,False,True,0,CASH
2024-12-30,False,True,0,CASH
2025-01-02,False,True,0,CASH
2025-01-05,False,True,0,CASH
2025-01-08,False,True,0,CASH
2025-01-11,False,True,0,CASH
2025-01-14,False,True,0,CASH
2025-01-17,False,True,0,CASH
2025-01-20,False,True,0,CASH
2025-01-23,False,True,0,CASH
2025-01-26,False,True,0,CASH
2025-01-29,False,True,0,CASH
2025-02-01,False,True,0,CASH
2025-02-04,False,True,0,CASH
2025-02-07,False,True,0,CASH
2025-02-10,False,True,0,CASH
2025-02-13,False,True,0,CASH
2025-02-16,False,True,0,CASH
2025-02-19,False,True,0,CASH
2025-02-22,False,True,0,CASH
2025-02-25,False,True,0,CASH
2025-02-28,False,True,0,CASH
2025-03-03,False,True,0,CASH
2025-03-06,False,True,0,CASH
2025-03-09,True,True,0,CASH
2025-03-12,True,True,0,CASH
2025-03-15,True,True,0,CASH
2025-03-18,True,True,0,CASH
2025-03-21,True,True,0,CASH
2025-03-24,True,True,0,CASH
2025-03-27,True,True,0,CASH
2025-03-30,True,True,0,CASH
2025-04-02,True,True,0,CASH
2025-04-05,True,True,0,CASH
2025-04-08,True,True,0,CASH
2025-04-11,True,True,0,CASH
2025-04-14,True,True,0,CASH
2025-04-17,True,True,0,CASH
2025-04-20,True,True,0,CASH
2025-04-23,False,False,9,"EURI, TRX, RAY, PENDLE, ACH, BCH, BONK, AVAX, FDUSD"
2025-04-26,False,True,0,CASH
2025-04-29,False,True,0,CASH
2025-05-02,False,True,0,CASH
2025-05-05,False,True,0,CASH
2025-05-08,False,True,0,CASH
2025-05-11,False,True,0,CASH
2025-05-14,False,True,0,CASH
2025-05-17,False,True,0,CASH
2025-05-20,False,True,0,CASH
2025-05-23,False,True,0,CASH
2025-05-26,False,True,0,CASH
2025-05-29,False,True,0,CASH
2025-06-01,False,True,0,CASH
2025-06-04,False,True,0,CASH
2025-06-07,False,True,0,CASH
2025-06-10,False,True,0,CASH
2025-06-13,False,True,0,CASH
2025-06-16,False,True,0,CASH
2025-06-19,False,True,0,CASH
2025-06-22,False,True,0,CASH
2025-06-25,False,True,0,CASH
2025-06-28,False,True,0,CASH
2025-07-01,False,True,0,CASH
2025-07-04,False,True,0,CASH
2025-07-07,False,True,0,CASH
2025-07-10,False,True,0,CASH
2025-07-13,False,True,0,CASH
2025-07-16,False,True,0,CASH
2025-07-19,False,True,0,CASH
2025-07-22,False,True,0,CASH
2025-07-25,False,True,0,CASH
2025-07-28,False,True,0,CASH
2025-07-31,False,True,0,CASH
2025-08-03,False,True,0,CASH
2025-08-06,False,True,0,CASH
2025-08-09,False,True,0,CASH
2025-08-12,False,True,0,CASH
2025-08-15,False,True,0,CASH
2025-08-18,False,True,0,CASH
2025-08-21,False,True,0,CASH
2025-08-24,False,True,0,CASH
2025-08-27,False,True,0,CASH
2025-08-30,False,True,0,CASH
2025-09-02,False,True,0,CASH
2025-09-05,False,True,0,CASH
2025-09-08,False,True,0,CASH
2025-09-11,False,True,0,CASH
2025-09-14,False,True,0,CASH
2025-09-17,False,True,0,CASH
2025-09-20,False,True,0,CASH
2025-09-23,False,True,0,CASH
2025-09-26,False,True,0,CASH
2025-09-29,False,True,0,CASH
2025-10-02,False,True,0,CASH
2025-10-05,False,True,0,CASH
2025-10-08,False,True,0,CASH
2025-10-11,False,True,0,CASH
2025-10-14,False,True,0,CASH
2025-10-17,False,True,0,CASH
2025-10-20,False,True,0,CASH
2025-10-23,False,True,0,CASH
2025-10-26,False,True,0,CASH
2025-10-29,False,True,0,CASH
2025-11-01,False,True,0,CASH
2025-11-04,True,True,0,CASH
2025-11-07,True,True,0,CASH
2025-11-10,True,True,0,CASH
2025-11-13,True,True,0,CASH
2025-11-16,True,True,0,CASH
2025-11-19,True,True,0,CASH
2025-11-22,True,True,0,CASH
2025-11-25,True,True,0,CASH
2025-11-28,True,True,0,CASH
2025-12-01,True,True,0,CASH
2025-12-04,True,True,0,CASH
2025-12-07,True,True,0,CASH
2025-12-10,True,True,0,CASH
2025-12-13,True,True,0,CASH
2025-12-16,True,True,0,CASH
2025-12-19,True,True,0,CASH
2025-12-22,True,True,0,CASH
2025-12-25,True,True,0,CASH
2025-12-28,True,True,0,CASH
2025-12-31,True,True,0,CASH
2026-01-03,True,True,0,CASH
2026-01-06,True,True,0,CASH
2026-01-09,True,True,0,CASH
2026-01-12,True,True,0,CASH
2026-01-15,True,True,0,CASH
2026-01-18,True,True,0,CASH
2026-01-21,True,True,0,CASH
2026-01-24,True,True,0,CASH
2026-01-27,True,True,0,CASH
2026-01-30,True,True,0,CASH
2026-02-02,True,True,0,CASH
2026-02-05,True,True,0,CASH
2026-02-08,True,True,0,CASH
2026-02-11,True,True,0,CASH
2026-02-14,True,True,0,CASH
2026-02-17,True,True,0,CASH
2026-02-20,True,True,0,CASH
2026-02-23,True,True,0,CASH
2026-02-26,True,True,0,CASH
2026-03-01,True,True,0,CASH
2026-03-04,True,True,0,CASH
2026-03-07,True,True,0,CASH
2026-03-10,True,True,0,CASH
2026-03-13,True,True,0,CASH
2026-03-16,True,True,0,CASH
2026-03-19,True,True,0,CASH
2026-03-22,True,True,0,CASH
2026-03-25,True,True,0,CASH
2026-03-28,True,True,0,CASH
2026-03-31,True,True,0,CASH
2026-04-03,True,True,0,CASH
2026-04-06,True,True,0,CASH
2026-04-09,True,True,0,CASH
2026-04-12,True,True,0,CASH
2026-04-15,True,True,0,CASH
2026-04-18,True,True,0,CASH
2026-04-21,True,True,0,CASH
2026-04-24,True,True,0,CASH
2026-04-27,True,True,0,CASH
2026-04-30,True,True,0,CASH
2026-05-03,True,True,0,CASH
2026-05-06,True,True,0,CASH
2026-05-09,True,True,0,CASH
2026-05-12,True,True,0,CASH
2026-05-15,True,True,0,CASH
2026-05-18,True,True,0,CASH
2026-05-21,True,True,0,CASH
2026-05-24,True,True,0,CASH
2026-05-27,True,True,0,CASH
2026-05-30,True,True,0,CASH
2026-06-02,True,True,0,CASH
2026-06-05,True,True,0,CASH
2026-06-08,True,True,0,CASH
2026-06-11,True,True,0,CASH
2026-06-14,True,True,0,CASH
2026-06-17,True,True,0,CASH
